Accountability Record: Site Code,Grade Level: Program Name,Grade Level: Grade,Students,Desired Enrollment,Facility: Facility Name,Facility: Portfolio Region,Facility: Cost Tier,Facility Capacity,Accountability Record: Site Name,Facility: Zip/Postal Code
WBC001,Alice M. Harte Charter School,8,68,80,Alice M. Harte,"Planning Districts 12, 13",1,958,Alice M Harte Elementary Charter School,70131
WBC001,Alice M. Harte Charter School,6,79,92,Alice M. Harte,"Planning Districts 12, 13",1,958,Alice M Harte Elementary Charter School,70131
WBC001,Alice M. Harte Charter School,K,68,88,Alice M. Harte,"Planning Districts 12, 13",1,958,Alice M Harte Elementary Charter School,70131
WBC001,Alice M. Harte Charter School,4,68,72,Alice M. Harte,"Planning Districts 12, 13",1,958,Alice M Harte Elementary Charter School,70131
WBC001,Alice M. Harte Charter School,5,74,76,Alice M. Harte,"Planning Districts 12, 13",1,958,Alice M Harte Elementary Charter School,70131
WBC001,Alice M. Harte Charter School,3,62,79,Alice M. Harte,"Planning Districts 12, 13",1,958,Alice M Harte Elementary Charter School,70131
WBC001,Alice M. Harte Charter School,1,64,65,Alice M. Harte,"Planning Districts 12, 13",1,958,Alice M Harte Elementary Charter School,70131
WBC001,Alice M. Harte Charter School,2,69,76,Alice M. Harte,"Planning Districts 12, 13",1,958,Alice M Harte Elementary Charter School,70131
WBC001,Alice M. Harte Charter School,7,71,79,Alice M. Harte,"Planning Districts 12, 13",1,958,Alice M Harte Elementary Charter School,70131
WBL001,Andrew H. Wilson Charter School,K,43,56,Andrew H. Wilson,"Planning Districts 1a, 1b, 2, 3",1,655,Wilson Charter School,70125
WBL001,Andrew H. Wilson Charter School,4,64,71,Andrew H. Wilson,"Planning Districts 1a, 1b, 2, 3",1,655,Wilson Charter School,70125
WBL001,Andrew H. Wilson Charter School,7,54,63,Andrew H. Wilson,"Planning Districts 1a, 1b, 2, 3",1,655,Wilson Charter School,70125
WBL001,Andrew H. Wilson Charter School,8,54,64,Andrew H. Wilson,"Planning Districts 1a, 1b, 2, 3",1,655,Wilson Charter School,70125
WBL001,Andrew H. Wilson Charter School,6,63,78,Andrew H. Wilson,"Planning Districts 1a, 1b, 2, 3",1,655,Wilson Charter School,70125
WBL001,Andrew H. Wilson Charter School,1,54,66,Andrew H. Wilson,"Planning Districts 1a, 1b, 2, 3",1,655,Wilson Charter School,70125
WBL001,Andrew H. Wilson Charter School,5,64,75,Andrew H. Wilson,"Planning Districts 1a, 1b, 2, 3",1,655,Wilson Charter School,70125
WBL001,Andrew H. Wilson Charter School,3,55,73,Andrew H. Wilson,"Planning Districts 1a, 1b, 2, 3",1,655,Wilson Charter School,70125
WBL001,Andrew H. Wilson Charter School,2,49,66,Andrew H. Wilson,"Planning Districts 1a, 1b, 2, 3",1,655,Wilson Charter School,70125
WBT001,Audubon Gentilly,7,39,55,Gentilly Terrace,"Planning Districts 6, 7, 8",4,358,Audubon Charter Gentilly,70122
WBT001,Audubon Gentilly,1,42,59,Gentilly Terrace,"Planning Districts 6, 7, 8",4,358,Audubon Charter Gentilly,70122
WBT001,Audubon Gentilly,4,47,53,Gentilly Terrace,"Planning Districts 6, 7, 8",4,358,Audubon Charter Gentilly,70122
WBT001,Audubon Gentilly,K,47,62,Gentilly Terrace,"Planning Districts 6, 7, 8",4,358,Audubon Charter Gentilly,70122
WBT001,Audubon Gentilly,2,47,53,Gentilly Terrace,"Planning Districts 6, 7, 8",4,358,Audubon Charter Gentilly,70122
WBT001,Audubon Gentilly,6,35,50,Gentilly Terrace,"Planning Districts 6, 7, 8",4,358,Audubon Charter Gentilly,70122
WBT001,Audubon Gentilly,5,51,69,Gentilly Terrace,"Planning Districts 6, 7, 8",4,358,Audubon Charter Gentilly,70122
WBT001,Audubon Gentilly,3,42,52,Gentilly Terrace,"Planning Districts 6, 7, 8",4,358,Audubon Charter Gentilly,70122
WAZ001,Audubon Uptown French Program - Lower School,2,47,58,Dorothy Mae Taylor,"Planning Districts 1a, 1b, 2, 3",2,455,Audubon Charter School,70118
WAZ001,Audubon Uptown French Program - Lower School,1,45,58,Dorothy Mae Taylor,"Planning Districts 1a, 1b, 2, 3",2,455,Audubon Charter School,70118
WAZ001,Audubon Uptown French Program - Lower School,K,61,71,Dorothy Mae Taylor,"Planning Districts 1a, 1b, 2, 3",2,455,Audubon Charter School,70118
WAZ001,Audubon Uptown French Program - Lower School,3,36,45,Dorothy Mae Taylor,"Planning Districts 1a, 1b, 2, 3",2,455,Audubon Charter School,70118
WAZ001,Audubon Uptown French Program - Upper School,8,17,32,Live Oak,"Planning Districts 1a, 1b, 2, 3",4,782,Audubon Charter School,70115
WAZ001,Audubon Uptown French Program - Upper School,5,39,53,Live Oak,"Planning Districts 1a, 1b, 2, 3",4,782,Audubon Charter School,70115
WAZ001,Audubon Uptown French Program - Upper School,7,31,33,Live Oak,"Planning Districts 1a, 1b, 2, 3",4,782,Audubon Charter School,70115
WAZ001,Audubon Uptown French Program - Upper School,4,45,62,Live Oak,"Planning Districts 1a, 1b, 2, 3",4,782,Audubon Charter School,70115
WAZ001,Audubon Uptown French Program - Upper School,6,36,37,Live Oak,"Planning Districts 1a, 1b, 2, 3",4,782,Audubon Charter School,70115
WAZ001,Audubon Uptown Montessori Program - Lower School,2,42,46,Dorothy Mae Taylor,"Planning Districts 1a, 1b, 2, 3",2,455,Audubon Charter School,70118
WAZ001,Audubon Uptown Montessori Program - Lower School,3,48,62,Dorothy Mae Taylor,"Planning Districts 1a, 1b, 2, 3",2,455,Audubon Charter School,70118
WAZ001,Audubon Uptown Montessori Program - Lower School,1,52,68,Dorothy Mae Taylor,"Planning Districts 1a, 1b, 2, 3",2,455,Audubon Charter School,70118
WAZ001,Audubon Uptown Montessori Program - Lower School,K,60,72,Dorothy Mae Taylor,"Planning Districts 1a, 1b, 2, 3",2,455,Audubon Charter School,70118
WAZ001,Audubon Uptown Montessori Program - Upper School,4,49,58,Live Oak,"Planning Districts 1a, 1b, 2, 3",4,782,Audubon Charter School,70115
WAZ001,Audubon Uptown Montessori Program - Upper School,6,38,50,Live Oak,"Planning Districts 1a, 1b, 2, 3",4,782,Audubon Charter School,70115
WAZ001,Audubon Uptown Montessori Program - Upper School,7,35,41,Live Oak,"Planning Districts 1a, 1b, 2, 3",4,782,Audubon Charter School,70115
WAZ001,Audubon Uptown Montessori Program - Upper School,8,39,45,Live Oak,"Planning Districts 1a, 1b, 2, 3",4,782,Audubon Charter School,70115
WAZ001,Audubon Uptown Montessori Program - Upper School,5,42,49,Live Oak,"Planning Districts 1a, 1b, 2, 3",4,782,Audubon Charter School,70115
036161,Benjamin Franklin Elementary Mathematics and Science School,5,76,93,Vorice Jackson Waters,"Planning Districts 1a, 1b, 2, 3",1,363,Benjamin Franklin Elem. Math and Science,70115
036161,Benjamin Franklin Elementary Mathematics and Science School,3,73,74,Vorice Jackson Waters,"Planning Districts 1a, 1b, 2, 3",1,363,Benjamin Franklin Elem. Math and Science,70115
036161,Benjamin Franklin Elementary Mathematics and Science School,K,68,77,Vorice Jackson Waters,"Planning Districts 1a, 1b, 2, 3",1,363,Benjamin Franklin Elem. Math and Science,70115
036161,Benjamin Franklin Elementary Mathematics and Science School,1,70,87,Vorice Jackson Waters,"Planning Districts 1a, 1b, 2, 3",1,363,Benjamin Franklin Elem. Math and Science,70115
036161,Benjamin Franklin Elementary Mathematics and Science School,2,71,87,Vorice Jackson Waters,"Planning Districts 1a, 1b, 2, 3",1,363,Benjamin Franklin Elem. Math and Science,70115
036161,Benjamin Franklin Elementary Mathematics and Science School,8,77,84,Bauduit,"Planning Districts 1a, 1b, 2, 3",4,333,Benjamin Franklin Elem. Math and Science,70115
036161,Benjamin Franklin Elementary Mathematics and Science School,4,73,76,Vorice Jackson Waters,"Planning Districts 1a, 1b, 2, 3",1,363,Benjamin Franklin Elem. Math and Science,70115
036161,Benjamin Franklin Elementary Mathematics and Science School,6,62,71,Bauduit,"Planning Districts 1a, 1b, 2, 3",4,333,Benjamin Franklin Elem. Math and Science,70115
036161,Benjamin Franklin Elementary Mathematics and Science School,7,70,80,Bauduit,"Planning Districts 1a, 1b, 2, 3",4,333,Benjamin Franklin Elem. Math and Science,70115
398008,Booker T. Washington High School (KIPP),12,135,153,Booker T. Washington,"Planning Districts 4, 5",1,1171,Booker T. Washington High School,70125
398008,Booker T. Washington High School (KIPP),11,142,158,Booker T. Washington,"Planning Districts 4, 5",1,1171,Booker T. Washington High School,70125
398008,Booker T. Washington High School (KIPP),10,148,153,Booker T. Washington,"Planning Districts 4, 5",1,1171,Booker T. Washington High School,70125
398008,Booker T. Washington High School (KIPP),9,135,141,Booker T. Washington,"Planning Districts 4, 5",1,1171,Booker T. Washington High School,70125
WBK001,Bricolage Academy,8,78,98,Elliot & Mary Jane Willard,"Planning Districts 4, 5",2,891,Bricolage Academy,70119
WBK001,Bricolage Academy,K,75,83,Elliot & Mary Jane Willard,"Planning Districts 4, 5",2,891,Bricolage Academy,70119
WBK001,Bricolage Academy,2,78,96,Elliot & Mary Jane Willard,"Planning Districts 4, 5",2,891,Bricolage Academy,70119
WBK001,Bricolage Academy,1,69,72,Elliot & Mary Jane Willard,"Planning Districts 4, 5",2,891,Bricolage Academy,70119
WBK001,Bricolage Academy,7,101,111,Elliot & Mary Jane Willard,"Planning Districts 4, 5",2,891,Bricolage Academy,70119
WBK001,Bricolage Academy,6,103,116,Elliot & Mary Jane Willard,"Planning Districts 4, 5",2,891,Bricolage Academy,70119
WBK001,Bricolage Academy,4,100,101,Elliot & Mary Jane Willard,"Planning Districts 4, 5",2,891,Bricolage Academy,70119
WBK001,Bricolage Academy,3,96,101,Elliot & Mary Jane Willard,"Planning Districts 4, 5",2,891,Bricolage Academy,70119
WBK001,Bricolage Academy,5,111,117,Elliot & Mary Jane Willard,"Planning Districts 4, 5",2,891,Bricolage Academy,70119
382001,CA: Abramson Sci Academy,12,147,149,Abramson,"Planning Districts 9, 10, 11",1,764,Abramson Sci Academy,70127
382001,CA: Abramson Sci Academy,9,178,180,Abramson,"Planning Districts 9, 10, 11",1,764,Abramson Sci Academy,70127
382001,CA: Abramson Sci Academy,10,153,168,Abramson,"Planning Districts 9, 10, 11",1,764,Abramson Sci Academy,70127
382001,CA: Abramson Sci Academy,11,147,165,Abramson,"Planning Districts 9, 10, 11",1,764,Abramson Sci Academy,70127
382002,CA: G.W. Carver High School,12,166,178,G.W. Carver,"Planning Districts 6, 7, 8",1,1256,G W Carver High School,70126
382002,CA: G.W. Carver High School,10,204,206,G.W. Carver,"Planning Districts 6, 7, 8",1,1256,G W Carver High School,70126
382002,CA: G.W. Carver High School,9,203,216,G.W. Carver,"Planning Districts 6, 7, 8",1,1256,G W Carver High School,70126
382002,CA: G.W. Carver High School,11,157,159,G.W. Carver,"Planning Districts 6, 7, 8",1,1256,G W Carver High School,70126
382004,CA: Livingston Collegiate Academy,11,143,161,Dr. Milton J. Becnel,"Planning Districts 9, 10, 11",1,746,Livingston Collegiate Academy,70126
382004,CA: Livingston Collegiate Academy,10,134,149,Dr. Milton J. Becnel,"Planning Districts 9, 10, 11",1,746,Livingston Collegiate Academy,70126
382004,CA: Livingston Collegiate Academy,9,164,165,Dr. Milton J. Becnel,"Planning Districts 9, 10, 11",1,746,Livingston Collegiate Academy,70126
382004,CA: Livingston Collegiate Academy,12,128,144,Dr. Milton J. Becnel,"Planning Districts 9, 10, 11",1,746,Livingston Collegiate Academy,70126
WC2001,CA: Opportunities Academy,12,67,68,Guste,"Planning Districts 1a, 1b, 2, 3",3,758,Opportunities Academy,70113
WBU001,CA: Walter L. Cohen High School,9,76,77,Cohen,"Planning Districts 1a, 1b, 2, 3",1,886,Walter L. Cohen High School,70115
WBU001,CA: Walter L. Cohen High School,10,92,111,Cohen,"Planning Districts 1a, 1b, 2, 3",1,886,Walter L. Cohen High School,70115
WBU001,CA: Walter L. Cohen High School,12,61,75,Cohen,"Planning Districts 1a, 1b, 2, 3",1,886,Walter L. Cohen High School,70115
WBU001,CA: Walter L. Cohen High School,11,101,121,Cohen,"Planning Districts 1a, 1b, 2, 3",1,886,Walter L. Cohen High School,70115
WBP001,Capdau S.T.E.A.M.,6,59,66,Avery Alexander,"Planning Districts 6, 7, 8",1,989,Pierre A. Capdau S.T.E.A.M School,70122
WBP001,Capdau S.T.E.A.M.,K,47,66,Avery Alexander,"Planning Districts 6, 7, 8",1,989,Pierre A. Capdau S.T.E.A.M School,70122
WBP001,Capdau S.T.E.A.M.,5,55,63,Avery Alexander,"Planning Districts 6, 7, 8",1,989,Pierre A. Capdau S.T.E.A.M School,70122
WBP001,Capdau S.T.E.A.M.,8,94,105,Avery Alexander,"Planning Districts 6, 7, 8",1,989,Pierre A. Capdau S.T.E.A.M School,70122
WBP001,Capdau S.T.E.A.M.,3,56,58,Avery Alexander,"Planning Districts 6, 7, 8",1,989,Pierre A. Capdau S.T.E.A.M School,70122
WBP001,Capdau S.T.E.A.M.,2,48,52,Avery Alexander,"Planning Districts 6, 7, 8",1,989,Pierre A. Capdau S.T.E.A.M School,70122
WBP001,Capdau S.T.E.A.M.,1,51,56,Avery Alexander,"Planning Districts 6, 7, 8",1,989,Pierre A. Capdau S.T.E.A.M School,70122
WBP001,Capdau S.T.E.A.M.,7,80,83,Avery Alexander,"Planning Districts 6, 7, 8",1,989,Pierre A. Capdau S.T.E.A.M School,70122
WBP001,Capdau S.T.E.A.M.,4,51,60,Avery Alexander,"Planning Districts 6, 7, 8",1,989,Pierre A. Capdau S.T.E.A.M School,70122
036200,Delores Taylor Arthur School for Young Men,8,20,28,Private Facility (Delores Taylor Arthur),"Planning Districts 6, 7, 8",,0,The Delores Taylor Arthur School for Young Men,70122
036200,Delores Taylor Arthur School for Young Men,11,15,32,Private Facility (Delores Taylor Arthur),"Planning Districts 6, 7, 8",,0,The Delores Taylor Arthur School for Young Men,70122
036200,Delores Taylor Arthur School for Young Men,9,29,36,Private Facility (Delores Taylor Arthur),"Planning Districts 6, 7, 8",,0,The Delores Taylor Arthur School for Young Men,70122
036200,Delores Taylor Arthur School for Young Men,10,10,21,Private Facility (Delores Taylor Arthur),"Planning Districts 6, 7, 8",,0,The Delores Taylor Arthur School for Young Men,70122
363002,Dorothy Height Charter School (Formerly Paul Habans),3,84,86,Dorothy I. Height,"Planning Districts 12, 13",1,965,Dorothy Height Charter School,70114
363002,Dorothy Height Charter School (Formerly Paul Habans),1,67,78,Dorothy I. Height,"Planning Districts 12, 13",1,965,Dorothy Height Charter School,70114
363002,Dorothy Height Charter School (Formerly Paul Habans),K,81,98,Dorothy I. Height,"Planning Districts 12, 13",1,965,Dorothy Height Charter School,70114
363002,Dorothy Height Charter School (Formerly Paul Habans),8,89,91,Dorothy I. Height,"Planning Districts 12, 13",1,965,Dorothy Height Charter School,70114
363002,Dorothy Height Charter School (Formerly Paul Habans),7,86,87,Dorothy I. Height,"Planning Districts 12, 13",1,965,Dorothy Height Charter School,70114
363002,Dorothy Height Charter School (Formerly Paul Habans),6,89,107,Dorothy I. Height,"Planning Districts 12, 13",1,965,Dorothy Height Charter School,70114
363002,Dorothy Height Charter School (Formerly Paul Habans),4,82,95,Dorothy I. Height,"Planning Districts 12, 13",1,965,Dorothy Height Charter School,70114
363002,Dorothy Height Charter School (Formerly Paul Habans),5,84,85,Dorothy I. Height,"Planning Districts 12, 13",1,965,Dorothy Height Charter School,70114
363002,Dorothy Height Charter School (Formerly Paul Habans),2,81,87,Dorothy I. Height,"Planning Districts 12, 13",1,965,Dorothy Height Charter School,70114
W31001,Dr. Martin Luther King Jr. Charter School,5,47,66,Martin Luther King Jr.,"Planning Districts 6, 7, 8",2,770,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,9,54,56,Dr. Alfred Lawless Jr.,"Planning Districts 6, 7, 8",1,891,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,1,59,78,Martin Luther King Jr.,"Planning Districts 6, 7, 8",2,770,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,4,56,72,Martin Luther King Jr.,"Planning Districts 6, 7, 8",2,770,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,6,43,50,Martin Luther King Jr.,"Planning Districts 6, 7, 8",2,770,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,K,56,64,Martin Luther King Jr.,"Planning Districts 6, 7, 8",2,770,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,12,22,25,Dr. Alfred Lawless Jr.,"Planning Districts 6, 7, 8",1,891,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,8,54,56,Martin Luther King Jr.,"Planning Districts 6, 7, 8",2,770,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,7,43,60,Martin Luther King Jr.,"Planning Districts 6, 7, 8",2,770,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,11,51,57,Dr. Alfred Lawless Jr.,"Planning Districts 6, 7, 8",1,891,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,3,63,73,Martin Luther King Jr.,"Planning Districts 6, 7, 8",2,770,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,10,43,58,Dr. Alfred Lawless Jr.,"Planning Districts 6, 7, 8",1,891,Dr. Martin Luther King Charter School for Sci Tech,70117
W31001,Dr. Martin Luther King Jr. Charter School,2,69,85,Martin Luther King Jr.,"Planning Districts 6, 7, 8",2,770,Dr. Martin Luther King Charter School for Sci Tech,70117
WBV001,Dwight D. Eisenhower Charter School,7,55,71,Dwight D. Eisenhower,"Planning Districts 12, 13",4,807,Dwight D. Eisenhower Charter School,70131
WBV001,Dwight D. Eisenhower Charter School,1,55,64,Dwight D. Eisenhower,"Planning Districts 12, 13",4,807,Dwight D. Eisenhower Charter School,70131
WBV001,Dwight D. Eisenhower Charter School,6,61,79,Dwight D. Eisenhower,"Planning Districts 12, 13",4,807,Dwight D. Eisenhower Charter School,70131
WBV001,Dwight D. Eisenhower Charter School,5,57,65,Dwight D. Eisenhower,"Planning Districts 12, 13",4,807,Dwight D. Eisenhower Charter School,70131
WBV001,Dwight D. Eisenhower Charter School,K,46,47,Dwight D. Eisenhower,"Planning Districts 12, 13",4,807,Dwight D. Eisenhower Charter School,70131
WBV001,Dwight D. Eisenhower Charter School,2,60,80,Dwight D. Eisenhower,"Planning Districts 12, 13",4,807,Dwight D. Eisenhower Charter School,70131
WBV001,Dwight D. Eisenhower Charter School,4,61,77,Dwight D. Eisenhower,"Planning Districts 12, 13",4,807,Dwight D. Eisenhower Charter School,70131
WBV001,Dwight D. Eisenhower Charter School,3,62,79,Dwight D. Eisenhower,"Planning Districts 12, 13",4,807,Dwight D. Eisenhower Charter School,70131
WBV001,Dwight D. Eisenhower Charter School,8,55,71,Dwight D. Eisenhower,"Planning Districts 12, 13",4,807,Dwight D. Eisenhower Charter School,70131
WBD001,Edna Karr High School,11,260,268,Edna Karr,"Planning Districts 12, 13",1,1207,Edna Karr High School,70131
WBD001,Edna Karr High School,10,281,297,Edna Karr,"Planning Districts 12, 13",1,1207,Edna Karr High School,70131
WBD001,Edna Karr High School,9,279,296,Edna Karr,"Planning Districts 12, 13",1,1207,Edna Karr High School,70131
WBD001,Edna Karr High School,12,274,287,Edna Karr,"Planning Districts 12, 13",1,1207,Edna Karr High School,70131
WBN001,Einstein Charter Middle School at Sarah Towles Reed,8,103,112,Sarah Towles Reed,"Planning Districts 9, 10, 11",4,1311,Einstein Charter Middle Sch at Sarah Towles Reed,70129
WBO001,Einstein Charter School at Sherwood Forest,1,41,57,Sherwood Forest,"Planning Districts 9, 10, 11",1,965,Einstein Charter at Sherwood Forest,70128
WBO001,Einstein Charter School at Sherwood Forest,6,16,34,Sherwood Forest,"Planning Districts 9, 10, 11",1,965,Einstein Charter at Sherwood Forest,70128
WBO001,Einstein Charter School at Sherwood Forest,2,59,79,Sherwood Forest,"Planning Districts 9, 10, 11",1,965,Einstein Charter at Sherwood Forest,70128
